Id,Expected
1975,8.10214100828086
6013,9.004112856376002
14219,262.9143632275824
10199,35.73429853566547
7446,190.76323686792446
11476,392.0740628959973
16152,476.54807232648426
14440,417.07617301955077
6830,5.757290929907322
16661,120.4802619172089
10617,277.1057562937708
9107,187.54610603663957
13707,424.8644589255557
11585,186.50279056192622
3556,15.816451943375244
1720,121.29843120573624
9649,85.62949646077848
5049,100.44358874100598
4178,145.08052391306802
14467,199.0105664391502
4076,413.11820737950234
2849,175.49945359785357
16350,115.26093430829847
10686,441.2779871815006
1165,137.61582039484142
15066,153.12130616540642
5191,5.757290929907322
8470,68.44500449594834
9660,138.62664862959156
12587,262.2386510922933
2377,98.02384641826576
15810,162.3898588507452
12544,417.07617301955077
15542,490.2773219457519
4007,274.2306839373912
3529,98.02384641826576
14740,477.21086110166937
15926,99.3891078961121
15490,282.08889870578935
11493,77.87489882223804
3262,252.20968064662867
10212,170.43771838461703
15975,345.9041917864104
5771,174.07041104066232
12512,486.3144461673013
13704,6.097571947696113
13904,258.8446907735996
6201,111.87802813688897
15071,6.094265061615204
16877,115.38836524532579
4885,173.5620966978537
15488,279.00667022097633
11767,249.94833883914535
2587,225.53558308074753
2330,98.41289364840208
12421,652.0000508495859
1173,70.41528639708842
830,35.73429853566547
11127,394.4881661678712
3453,398.74450512560065
16693,385.7781245642405
4161,100.44358874100598
5363,306.23936844742786
13828,445.00023469870257
8622,87.8762545017553
2067,86.61519964188341
11324,89.72424436968976
4978,226.50535415971004
9846,8.830741217711694
13046,650.2807632247111
471,101.99499788756378
6970,87.8762545017553
13670,577.5694753557947
13535,6.097571947696113
355,19.670435088548185
12916,482.671815920599
9345,98.3606722909702
3913,131.59048426060795
7275,313.44214893894224
13829,422.8076548311928
14088,6.097571947696113
9509,7.214123214341887
220,104.42172606009362
6381,148.1735903374291
13480,328.6540581403463
4253,9.499683272234424
2108,259.644868140615
11548,445.21424840745186
1213,109.01475066993635
5549,9.004112856376002
10358,457.3222769683886
14003,488.95691954537295
12819,353.8459043546689
13693,578.4070789097929
7492,298.3190652966407
2514,147.68708390073485
2798,257.08113082121935
12619,194.18703974413583
7069,5.819236211817384
4994,88.03844349531859
1830,86.80126417422227
12815,26.033982601753543
2083,157.76785132960742
12600,5.273449095288436
537,98.40808689113139
4972,80.64038666391218
10336,142.20944460093125
9826,150.18217625219756
14122,272.9395059746011
7682,231.06277095111184
8132,255.78422922149272
14928,5.973503473338559
1183,114.80260936273544
2535,175.49945359785357
5783,245.8012971813331
13288,417.07617301955077
523,53.57851753192807
505,53.563179084327814
12968,302.53660708341255
9118,168.61117627852232
15672,8.940127356325554
5429,9.499683272234424
15102,246.68241943307112
13178,19.670435088548185
16429,19.670435088548185
16096,261.00892178617397
10958,494.6822510743857
11246,494.00563163070564
2851,353.09636010355064
2869,150.56958507817
4597,178.63940608477017
15379,115.26093430829847
5031,172.53546033623118
1313,61.96002472483428
13409,228.12433662576825
1846,150.5049498588893
4019,280.3603934476677
12665,228.12433662576825
9374,274.78186647996876
7583,154.35165979724664
3804,245.8012971813331
13740,575.6068234093026
13964,36.1276142323145
11409,251.66556184508968
13334,461.9961529391961
4779,90.64174234342941
15610,251.66556184508968
4080,174.38390754415883
10854,250.48594053748747
2894,151.8646378950714
13021,460.57390678534995
6238,147.36761989046988
8614,140.35498822119868
4320,174.07041104066232
15315,397.4720048712682
11892,577.9627116843835
11792,282.08889870578935
12853,578.4070789097929
11543,5.211503813378373
15357,79.72288869017251
3890,145.08052391306802
14103,479.19166119244306
12206,577.5694753557947
5591,220.09144604368402
846,133.7800334818436
13521,486.3144461673013
6529,148.93989060010844
7331,15.24735993191588
8141,190.76323686792446
10025,345.16624024119585
40,94.81000505298348
15118,9.499683272234424
16575,452.2101531738041
2943,306.1653833057383
11604,577.9627116843835
5110,325.49447298548324
13350,435.0831131718758
10955,273.6986062014006
8620,56.44522986650038
9594,219.7444806265973
7241,245.69052196561384
4551,172.53546033623118
174,68.44500449594834
6628,399.1102132220912
8807,341.06107508035495
8071,100.20530258039513
333,72.18398490668915
12610,273.76945120151817
7519,174.38390754415883
11937,273.76945120151817
8407,77.72337271838853
4777,155.19201640433502
3981,400.27135006995223
16543,35.73429853566547
10884,253.61555239323985
10290,266.6695346291242
6223,218.39901014624812
14606,650.2807632247111
2582,153.24746281145795
2654,166.05747238195926
789,73.23035805550147
6361,175.49945359785357
4653,400.27135006995223
12079,251.7575493415003
2063,228.05448648586886
15142,9.499683272234424
4214,165.7003118628183
15827,301.28144647706694
2120,8.830741217711694
10738,250.4022991583222
10674,299.0378140616213
13601,228.12433662576825
