,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontage_Nan,MasVnrArea_Nan,GarageYrBlt_Nan,Alley_Missing,MasVnrType_Missing,BsmtQual_Missing,BsmtCond_Missing,BsmtExposure_Missing,BsmtFinType1_Missing,BsmtFinType2_Missing,Electrical_Missing,FireplaceQu_Missing,GarageType_Missing,GarageFinish_Missing,GarageQual_Missing,GarageCond_Missing,PoolQC_Missing,Fence_Missing,MiscFeature_Missing
0,1,60,0.7883561643835616,4.174387269895637,9.041921720351219,0.9958904109589041,0.9376712328767123,0.6335616438356164,0.897945205479452,0.9993150684931507,0.7205479452054795,0.9465753424657535,0.10273972602739725,0.863013698630137,0.9897260273972602,0.8356164383561644,0.3047945205479452,7,5,2003,2003,0.7815068493150685,0.9821917808219178,0.3527397260273973,0.3452054794520548,0.3047945205479452,196.0,0.33424657534246577,0.8780821917808219,0.44315068493150683,0.4232876712328767,0.897945205479452,0.6527397260273973,0.2863013698630137,706,0.8602739726027397,0,150,856,0.9780821917808219,0.5075342465753425,0.934931506849315,0.9136986301369863,6.752270376141742,854,0,7.444248649496705,1,0,2,1,3,1,0.40136986301369865,8,0.9315068493150684,0,0.4726027397260274,0.5958904109589042,2003.0,0.28904109589041094,2,548,0.897945205479452,0.9082191780821918,0.9178082191780822,0,61,0,0,0,0,0.9952054794520548,0.8075342465753425,0.963013698630137,0,2,2008,0.8678082191780822,0.8205479452054795,12.247694320220994,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
1,2,20,0.7883561643835616,4.382026634673881,9.169518377455928,0.9958904109589041,0.9376712328767123,0.6335616438356164,0.897945205479452,0.9993150684931507,0.03219178082191781,0.9465753424657535,0.007534246575342466,0.05547945205479452,0.9897260273972602,0.8356164383561644,0.49726027397260275,6,8,1976,1976,0.7815068493150685,0.9821917808219178,0.1506849315068493,0.14657534246575343,0.5917808219178082,0.0,0.6205479452054794,0.8780821917808219,0.43424657534246575,0.4232876712328767,0.897945205479452,0.09178082191780822,0.1506849315068493,978,0.8602739726027397,0,284,1262,0.9780821917808219,0.5075342465753425,0.934931506849315,0.9136986301369863,7.140453043101158,0,0,7.140453043101158,0,1,2,0,3,1,0.5034246575342466,6,0.9315068493150684,1,0.21438356164383562,0.5958904109589042,1976.0,0.28904109589041094,2,460,0.897945205479452,0.9082191780821918,0.9178082191780822,298,0,0,0,0,0,0.9952054794520548,0.8075342465753425,0.963013698630137,0,5,2007,0.8678082191780822,0.8205479452054795,12.109010932687042,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2,3,60,0.7883561643835616,4.219507705176107,9.328123407632566,0.9958904109589041,0.9376712328767123,0.3315068493150685,0.897945205479452,0.9993150684931507,0.7205479452054795,0.9465753424657535,0.10273972602739725,0.863013698630137,0.9897260273972602,0.8356164383561644,0.3047945205479452,7,5,2001,2002,0.7815068493150685,0.9821917808219178,0.3527397260273973,0.3452054794520548,0.3047945205479452,162.0,0.33424657534246577,0.8780821917808219,0.44315068493150683,0.4232876712328767,0.897945205479452,0.07808219178082192,0.2863013698630137,486,0.8602739726027397,0,434,920,0.9780821917808219,0.5075342465753425,0.934931506849315,0.9136986301369863,6.824373670043086,866,0,7.487733761436444,1,0,2,1,3,1,0.40136986301369865,6,0.9315068493150684,1,0.21438356164383562,0.5958904109589042,2001.0,0.28904109589041094,2,608,0.897945205479452,0.9082191780821918,0.9178082191780822,0,42,0,0,0,0,0.9952054794520548,0.8075342465753425,0.963013698630137,0,9,2008,0.8678082191780822,0.8205479452054795,12.31716669303576,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3,4,70,0.7883561643835616,4.0943445622221,9.164296433474776,0.9958904109589041,0.9376712328767123,0.3315068493150685,0.897945205479452,0.9993150684931507,0.18013698630136987,0.9465753424657535,0.03493150684931507,0.863013698630137,0.9897260273972602,0.8356164383561644,0.3047945205479452,7,5,1915,1970,0.7815068493150685,0.9821917808219178,0.1410958904109589,0.026027397260273973,0.5917808219178082,0.0,0.6205479452054794,0.8780821917808219,0.1,0.44452054794520546,0.04452054794520548,0.6527397260273973,0.1506849315068493,216,0.8602739726027397,0,540,756,0.9780821917808219,0.16506849315068492,0.934931506849315,0.9136986301369863,6.8679744089702925,756,0,7.448333860897476,1,0,1,0,3,1,0.40136986301369865,7,0.9315068493150684,1,0.2602739726027397,0.2650684931506849,1998.0,0.4143835616438356,3,642,0.897945205479452,0.9082191780821918,0.9178082191780822,0,35,272,0,0,0,0.9952054794520548,0.8075342465753425,0.963013698630137,0,2,2006,0.8678082191780822,0.06917808219178082,11.84939770159144,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4,5,60,0.7883561643835616,4.430816798843313,9.565213693968287,0.9958904109589041,0.9376712328767123,0.3315068493150685,0.897945205479452,0.9993150684931507,0.03219178082191781,0.9465753424657535,0.028082191780821917,0.863013698630137,0.9897260273972602,0.8356164383561644,0.3047945205479452,8,5,2000,2000,0.7815068493150685,0.9821917808219178,0.3527397260273973,0.3452054794520548,0.3047945205479452,350.0,0.33424657534246577,0.8780821917808219,0.44315068493150683,0.4232876712328767,0.897945205479452,0.15136986301369862,0.2863013698630137,655,0.8602739726027397,0,490,1145,0.9780821917808219,0.5075342465753425,0.934931506849315,0.9136986301369863,7.0431599159883405,1053,0,7.6953031349635665,1,0,2,1,4,1,0.40136986301369865,9,0.9315068493150684,1,0.21438356164383562,0.5958904109589042,2000.0,0.28904109589041094,3,836,0.897945205479452,0.9082191780821918,0.9178082191780822,192,84,0,0,0,0,0.9952054794520548,0.8075342465753425,0.963013698630137,0,12,2008,0.8678082191780822,0.8205479452054795,12.429216196844383,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
5,6,50,0.7883561643835616,4.442651256490317,9.55499334068759,0.9958904109589041,0.9376712328767123,0.3315068493150685,0.897945205479452,0.9993150684931507,0.7205479452054795,0.9465753424657535,0.03356164383561644,0.863013698630137,0.9897260273972602,0.8356164383561644,0.10547945205479452,5,5,1993,1995,0.7815068493150685,0.9821917808219178,0.3527397260273973,0.3452054794520548,0.5917808219178082,0.0,0.6205479452054794,0.8780821917808219,0.002054794520547945,0.4232876712328767,0.897945205479452,0.6527397260273973,0.2863013698630137,732,0.8602739726027397,0,64,796,0.9780821917808219,0.5075342465753425,0.934931506849315,0.9136986301369863,6.679599185844383,566,0,7.216709486709457,1,0,1,1,1,1,0.5034246575342466,5,0.9315068493150684,0,0.4726027397260274,0.5958904109589042,1993.0,0.4143835616438356,2,480,0.897945205479452,0.9082191780821918,0.9178082191780822,40,30,0,320,0,0,0.9952054794520548,0.10753424657534247,0.03356164383561644,700,10,2009,0.8678082191780822,0.8205479452054795,11.870599909242044,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6,7,20,0.7883561643835616,4.31748811353631,9.218705288307811,0.9958904109589041,0.9376712328767123,0.6335616438356164,0.897945205479452,0.9993150684931507,0.7205479452054795,0.9465753424657535,0.0589041095890411,0.863013698630137,0.9897260273972602,0.8356164383561644,0.49726027397260275,8,5,2004,2005,0.7815068493150685,0.9821917808219178,0.3527397260273973,0.3452054794520548,0.08767123287671233,186.0,0.33424657534246577,0.8780821917808219,0.44315068493150683,0.08287671232876713,0.897945205479452,0.15136986301369862,0.2863013698630137,1369,0.8602739726027397,0,317,1686,0.9780821917808219,0.5075342465753425,0.934931506849315,0.9136986301369863,7.434847875211999,0,0,7.434847875211999,1,0,2,0,3,1,0.40136986301369865,7,0.9315068493150684,1,0.2602739726027397,0.5958904109589042,2004.0,0.28904109589041094,2,636,0.897945205479452,0.9082191780821918,0.9178082191780822,255,57,0,0,0,0,0.9952054794520548,0.8075342465753425,0.963013698630137,0,8,2007,0.8678082191780822,0.8205479452054795,12.634603026569334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
7,8,60,0.7883561643835616,4.23410650459726,9.247828816387175,0.9958904109589041,0.9376712328767123,0.3315068493150685,0.897945205479452,0.9993150684931507,0.18013698630136987,0.9465753424657535,0.05,0.013013698630136987,0.9897260273972602,0.8356164383561644,0.3047945205479452,7,6,1973,1973,0.7815068493150685,0.9821917808219178,0.15205479452054796,0.14178082191780822,0.08767123287671233,240.0,0.6205479452054794,0.8780821917808219,0.43424657534246575,0.4232876712328767,0.897945205479452,0.07808219178082192,0.1506849315068493,859,0.022602739726027398,32,216,1107,0.9780821917808219,0.5075342465753425,0.934931506849315,0.9136986301369863,7.009408932708637,983,0,7.644919344958857,1,0,2,1,3,1,0.5034246575342466,7,0.9315068493150684,2,0.21438356164383562,0.5958904109589042,1973.0,0.28904109589041094,2,484,0.897945205479452,0.9082191780821918,0.9178082191780822,235,204,228,0,0,0,0.9952054794520548,0.8075342465753425,0.03356164383561644,350,11,2009,0.8678082191780822,0.8205479452054795,12.206072645530174,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
8,9,50,0.14931506849315068,3.9318256327243257,8.719317375506371,0.9958904109589041,0.9376712328767123,0.6335616438356164,0.897945205479452,0.9993150684931507,0.7205479452054795,0.9465753424657535,0.0773972602739726,0.03287671232876712,0.9897260273972602,0.8356164383561644,0.10547945205479452,7,5,1931,1950,0.7815068493150685,0.9821917808219178,0.03424657534246575,0.026027397260273973,0.5917808219178082,0.0,0.6205479452054794,0.8780821917808219,0.1,0.44452054794520546,0.897945205479452,0.6527397260273973,0.2945205479452055,0,0.8602739726027397,0,952,952,0.9780821917808219,0.16506849315068492,0.934931506849315,0.018493150684931507,6.92951677076365,752,0,7.480992162869525,0,0,2,0,2,2,0.5034246575342466,8,0.021232876712328767,2,0.21438356164383562,0.2650684931506849,1931.0,0.4143835616438356,2,468,0.03287671232876712,0.9082191780821918,0.9178082191780822,90,0,205,0,0,0,0.9952054794520548,0.8075342465753425,0.963013698630137,0,4,2008,0.8678082191780822,0.06917808219178082,11.77452020265869,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
9,10,190,0.7883561643835616,3.912023005428146,8.911934336161426,0.9958904109589041,0.9376712328767123,0.6335616438356164,0.897945205479452,0.9993150684931507,0.18013698630136987,0.9465753424657535,0.03972602739726028,0.03287671232876712,0.0013698630136986301,0.021232876712328767,0.009589041095890411,5,6,1939,1950,0.7815068493150685,0.9821917808219178,0.1506849315068493,0.14657534246575343,0.5917808219178082,0.0,0.6205479452054794,0.8780821917808219,0.1,0.44452054794520546,0.897945205479452,0.6527397260273973,0.2863013698630137,851,0.8602739726027397,0,140,991,0.9780821917808219,0.5075342465753425,0.934931506849315,0.9136986301369863,6.981934677156389,0,0,6.981934677156389,1,0,1,0,2,2,0.5034246575342466,5,0.9315068493150684,2,0.21438356164383562,0.5958904109589042,1939.0,0.28904109589041094,1,205,0.009589041095890411,0.9082191780821918,0.9178082191780822,0,4,0,0,0,0,0.9952054794520548,0.8075342465753425,0.963013698630137,0,1,2008,0.8678082191780822,0.8205479452054795,11.678439903447801,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
