,ID,y
0,1,76.39858833333332
1,2,90.95083928571428
2,3,78.36109333333332
3,4,79.0746499999999
4,5,114.1164000000001
5,8,90.742975
6,10,110.7065636904761
7,11,92.43561985209234
8,12,117.2225000000001
9,14,90.49744000000004
10,15,113.15930000000012
11,16,103.11087333333334
12,17,94.34115666666673
13,19,94.51398333333331
14,20,102.19377333333337
15,21,96.91738333333335
16,22,112.80730000000014
17,23,94.34115666666673
18,26,91.04270666666673
19,28,102.4798833333333
20,29,94.34115666666673
21,33,94.34115666666673
22,35,96.74068666666668
23,41,94.34115666666673
24,42,92.107785
25,43,113.79243333333332
26,45,102.82890000000002
27,46,100.29009333333337
28,51,93.61121952380947
29,53,74.99364611111108
30,55,124.51859999999996
31,56,94.45044999999996
32,57,102.62503333333333
33,58,96.84802166666663
34,59,100.73950000000005
35,63,110.03226357142864
36,64,92.43561985209234
37,65,100.29009333333337
38,69,91.79095000000001
39,71,92.88874666666665
40,72,106.26680000000002
41,73,93.99553000000003
42,76,100.42710000000002
43,77,106.37100000000002
44,78,115.81775000000007
45,82,93.61121952380947
46,83,100.29009333333337
47,84,108.64788333333334
48,85,100.56289999999998
49,87,114.60935999999998
50,88,94.34115666666673
51,89,110.97709999999982
52,91,93.9783547619048
53,93,97.0100633333333
54,94,100.24279999999995
55,95,93.92388571428579
56,96,110.54109333333345
57,97,90.36867333333338
58,98,110.3125833333333
59,99,97.0100633333333
60,101,100.73950000000005
61,103,110.97709999999982
62,104,89.56703333333331
63,105,121.51259999999989
64,110,90.04914499999991
65,111,110.6779600000001
66,113,111.55069999999998
67,114,90.84287333333337
68,115,111.3494000000001
69,117,110.97709999999982
70,120,89.25758333333339
71,121,112.94053999999993
72,122,114.9299500000001
73,123,108.72790000000006
74,126,115.72650000000009
75,132,113.93061083333332
76,135,103.13613809523804
77,137,102.69693333333336
78,138,94.51398333333331
79,140,92.25292837301588
80,142,111.51570000000007
81,144,113.21615000000001
82,148,90.84287333333337
83,149,136.60200000000012
84,155,93.27955904761905
85,156,111.19454999999996
86,157,90.36867333333338
87,162,110.58849999999993
88,163,93.32210000000003
89,167,91.00588333333334
90,172,113.79243333333332
91,179,114.16356000000003
92,180,91.42128333333338
93,181,110.41833154761909
94,182,93.38822452380955
95,183,110.97709999999982
96,185,110.97709999999982
97,187,109.9879885714285
98,188,93.99553000000003
99,189,93.04179999999998
100,191,92.39572499999994
101,192,111.41200000000002
102,193,94.13718666666668
103,194,115.72650000000009
